"","Runs","Mins","BF","4s","6s","SR","Pos","Dismissal","Inns","Opposition","Ground","Start Date"
"1","53","71","55","10","0","96.36","3","caught","2","v England","Leeds","8 Jun 1995"
"2","48*","69","40","8","0","120.00","3","not out","4","v England","Leeds","8 Jun 1995"
"3","6","47","31","1","0","19.35","3","lbw","2","v England","Lord's","22 Jun 1995"
"4","54","87","62","10","0","87.09","3","caught","4","v England","Lord's","22 Jun 1995"
"5","21","52","42","4","0","50.00","3","lbw","2","v England","Birmingham","6 Jul 1995"
"6","87","153","118","16","0","73.72","3","lbw","1","v England","Manchester","27 Jul 1995"
"7","145","281","226","16","0","64.15","3","caught","3","v England","Manchester","27 Jul 1995"
"8","152","255","182","28","0","83.51","3","caught","2","v England","Nottingham","10 Aug 1995"
"9","20","33","30","2","0","66.66","1","caught","4","v England","Nottingham","10 Aug 1995"
"10","179","267","206","26","1","86.89","4","caught","2","v England","The Oval","24 Aug 1995"
"11","50","143","93","9","0","53.76","4","caught","2","v England","Birmingham","15 Jun 2000"
"12","6","27","17","1","0","35.29","4","caught","1","v England","Lord's","29 Jun 2000"
"13","5","32","19","1","0","26.31","4","caught","3","v England","Lord's","29 Jun 2000"
"14","13","97","74","2","0","17.56","4","caught","1","v England","Manchester","3 Aug 2000"
"15","112","199","158","13","1","70.88","4","run out","3","v England","Manchester","3 Aug 2000"
"16","4","10","7","1","0","57.14","4","lbw","1","v England","Leeds","17 Aug 2000"
"17","2","11","10","0","0","20.00","4","lbw","3","v England","Leeds","17 Aug 2000"
"18","0","1","1","0","0","0.00","4","bowled","2","v England","The Oval","31 Aug 2000"
"19","47","166","104","7","0","45.19","3","lbw","4","v England","The Oval","31 Aug 2000"
"20","11","36","27","0","0","40.74","4","caught","2","v England","Lord's","22 Jul 2004"
"21","44","145","95","4","0","46.31","4","bowled","4","v England","Lord's","22 Jul 2004"
"22","95","196","127","15","1","74.80","4","caught","2","v England","Birmingham","29 Jul 2004"
"23","13","33","21","2","0","61.90","4","caught","4","v England","Birmingham","29 Jul 2004"
"24","0","10","5","0","0","0.00","4","bowled","1","v England","Manchester","12 Aug 2004"
"25","7","6","4","1","0","175.00","4","caught","3","v England","Manchester","12 Aug 2004"
"26","79","132","93","14","0","84.94","4","caught","2","v England","The Oval","19 Aug 2004"
"27","15","40","34","1","0","44.11","4","caught","3","v England","The Oval","19 Aug 2004"
