"","Runs","Mins","BF","4s","6s","SR","Pos","Dismissal","Inns","Opposition","Ground","Start Date"
"1","11","27","15","1","0","73.33","2","caught","2","v Australia","Brisbane","23 Nov 2006"
"2","43","128","94","4","0","45.74","2","caught","4","v Australia","Brisbane","23 Nov 2006"
"3","27","90","57","2","0","47.36","2","caught","1","v Australia","Adelaide","1 Dec 2006"
"4","9","48","35","1","0","25.71","2","caught","3","v Australia","Adelaide","1 Dec 2006"
"5","15","26","15","2","0","100.00","2","caught","2","v Australia","Perth","14 Dec 2006"
"6","116","389","290","9","0","40.00","2","caught","4","v Australia","Perth","14 Dec 2006"
"7","11","49","37","1","0","29.72","2","caught","1","v Australia","Melbourne","26 Dec 2006"
"8","20","64","46","1","0","43.47","2","bowled","3","v Australia","Melbourne","26 Dec 2006"
"9","20","88","47","2","0","42.55","2","caught","1","v Australia","Sydney","2 Jan 2007"
"10","4","11","8","1","0","50.00","2","caught","3","v Australia","Sydney","2 Jan 2007"
"11","67","283","168","6","0","39.88","2","caught","1","v Australia","Brisbane","25 Nov 2010"
"12","235*","625","428","26","0","54.90","2","not out","3","v Australia","Brisbane","25 Nov 2010"
"13","148","428","269","18","0","55.01","2","caught","2","v Australia","Adelaide","3 Dec 2010"
"14","32","91","63","3","1","50.79","2","caught","2","v Australia","Perth","16 Dec 2010"
"15","13","24","16","1","0","81.25","2","lbw","4","v Australia","Perth","16 Dec 2010"
"16","82","212","152","11","0","53.94","2","caught","2","v Australia","Melbourne","26 Dec 2010"
"17","189","488","342","16","0","55.26","2","caught","2","v Australia","Sydney","3 Jan 2011"
"18","13","43","30","2","0","43.33","1","caught","2","v Australia","Brisbane","21 Nov 2013"
"19","65","226","195","3","0","33.33","1","caught","4","v Australia","Brisbane","21 Nov 2013"
"20","3","13","11","0","0","27.27","1","bowled","2","v Australia","Adelaide","5 Dec 2013"
"21","1","7","7","0","0","14.28","1","caught","4","v Australia","Adelaide","5 Dec 2013"
"22","72","212","153","10","0","47.05","1","caught","2","v Australia","Perth","13 Dec 2013"
"23","0","1","1","0","0","0.00","1","bowled","4","v Australia","Perth","13 Dec 2013"
"24","27","70","47","3","0","57.44","1","caught","1","v Australia","Melbourne","26 Dec 2013"
"25","51","91","64","7","0","79.68","1","lbw","3","v Australia","Melbourne","26 Dec 2013"
"26","7","28","19","1","0","36.84","1","lbw","2","v Australia","Sydney","3 Jan 2014"
"27","7","8","12","1","0","58.33","1","caught","4","v Australia","Sydney","3 Jan 2014"
