"","Runs","Mins","BF","4s","6s","SR","Pos","Dismissal","Inns","Opposition","Ground","Start Date"
"1","10","26","17","2","0","58.82","3","caught","1","v England","Lord's","16 May 2002"
"2","6*","56","29","1","0","20.68","2","not out","4","v England","Lord's","16 May 2002"
"3","16","70","42","1","0","38.09","3","caught","1","v England","Birmingham","30 May 2002"
"4","1","6","7","0","0","14.28","3","lbw","3","v England","Birmingham","30 May 2002"
"5","40","155","113","4","0","35.39","3","caught","2","v England","Manchester","13 Jun 2002"
"6","32","104","75","3","0","42.66","3","lbw","3","v England","Manchester","13 Jun 2002"
"7","21","102","64","3","0","32.81","3","caught","2","v England","Lord's","11 May 2006"
"8","65","226","156","6","0","41.66","3","caught","3","v England","Lord's","11 May 2006"
"9","25","87","61","4","0","40.98","3","caught","1","v England","Birmingham","25 May 2006"
"10","18","61","40","3","0","45.00","3","caught","3","v England","Birmingham","25 May 2006"
"11","36","102","76","5","0","47.36","3","caught","1","v England","Nottingham","2 Jun 2006"
"12","66","198","133","9","0","49.62","3","caught","3","v England","Nottingham","2 Jun 2006"
"13","11","26","16","2","0","68.75","3","caught","1","v England","Cardiff","26 May 2011"
"14","14","63","38","1","0","36.84","3","caught","3","v England","Cardiff","26 May 2011"
"15","26","110","93","4","0","27.95","3","caught","2","v England","Lord's","3 Jun 2011"
"16","12","19","13","2","0","92.30","2","caught","4","v England","Lord's","3 Jun 2011"
"17","2","21","14","0","0","14.28","3","caught","1","v England","Southampton","16 Jun 2011"
"18","119","346","249","16","0","47.79","3","caught","3","v England","Southampton","16 Jun 2011"
"19","147","449","258","16","0","56.97","3","caught","2","v England","Lord's","12 Jun 2014"
"20","61","218","168","4","0","36.30","3","bowled","4","v England","Lord's","12 Jun 2014"
"21","79","215","147","13","0","53.74","3","caught","1","v England","Leeds","20 Jun 2014"
"22","55","171","103","6","0","53.39","3","lbw","3","v England","Leeds","20 Jun 2014"
