"","Runs","Mins","BF","4s","6s","SR","Pos","Dismissal","Inns","Opposition","Ground","Start Date"
"1","65","-","-","-","0","-","2","caught","2","v West Indies","Port of Spain","6 Mar 1971"
"2","67*","-","-","7","0","-","2","not out","4","v West Indies","Port of Spain","6 Mar 1971"
"3","116","265","-","11","0","-","2","caught","2","v West Indies","Georgetown","19 Mar 1971"
"4","64*","90","-","-","0","-","2","not out","4","v West Indies","Georgetown","19 Mar 1971"
"5","1","-","-","0","0","-","2","caught","2","v West Indies","Bridgetown","1 Apr 1971"
"6","117*","315","-","10","1","-","2","not out","4","v West Indies","Bridgetown","1 Apr 1971"
"7","124","392","-","11","0","-","2","caught","1","v West Indies","Port of Spain","13 Apr 1971"
"8","220","529","-","22","0","-","2","bowled","3","v West Indies","Port of Spain","13 Apr 1971"
"9","37","-","-","-","1","-","1","lbw","1","v West Indies","Bridgetown","10 Mar 1976"
"10","1","-","-","0","0","-","1","caught","3","v West Indies","Bridgetown","10 Mar 1976"
"11","156","485","352","13","0","44.31","1","caught","2","v West Indies","Port of Spain","24 Mar 1976"
"12","26","-","-","-","0","-","1","lbw","2","v West Indies","Port of Spain","7 Apr 1976"
"13","102","245","-","13","0","-","1","caught","4","v West Indies","Port of Spain","7 Apr 1976"
"14","66","220","-","9","0","-","1","bowled","1","v West Indies","Kingston","21 Apr 1976"
"15","2","-","-","0","0","-","1","caught","3","v West Indies","Kingston","21 Apr 1976"
"16","20","-","-","-","0","-","1","caught","1","v West Indies","Kingston","23 Feb 1983"
"17","0","1","1","0","0","0.00","1","bowled","3","v West Indies","Kingston","23 Feb 1983"
"18","1","10","-","0","0","-","1","caught","1","v West Indies","Port of Spain","11 Mar 1983"
"19","32","100","-","-","0","-","1","caught","3","v West Indies","Port of Spain","11 Mar 1983"
"20","147*","335","-","17","1","-","1","not out","2","v West Indies","Georgetown","31 Mar 1983"
"21","2","5","6","0","0","33.33","1","caught","1","v West Indies","Bridgetown","15 Apr 1983"
"22","19","-","-","-","0","-","1","caught","3","v West Indies","Bridgetown","15 Apr 1983"
"23","18","-","-","-","0","-","1","caught","1","v West Indies","St John's","28 Apr 1983"
"24","1","-","-","0","0","-","1","caught","3","v West Indies","St John's","28 Apr 1983"
