"","Runs","Mins","BF","4s","6s","SR","Pos","Dismissal","Inns","Opposition","Ground","Start Date"
"1","3","18","14","0","0","21.42","1","caught","2","v Australia","Brisbane","2 Dec 1977"
"2","113","320","264","12","0","42.80","1","caught","4","v Australia","Brisbane","2 Dec 1977"
"3","4","28","33","0","0","12.12","1","caught","1","v Australia","Perth","16 Dec 1977"
"4","127","271","245","20","0","51.83","1","bowled","3","v Australia","Perth","16 Dec 1977"
"5","0","12","9","0","0","0.00","1","caught","1","v Australia","Melbourne","30 Dec 1977"
"6","118","351","285","12","0","41.40","1","caught","3","v Australia","Melbourne","30 Dec 1977"
"7","49","144","110","5","0","44.54","1","caught","2","v Australia","Sydney","7 Jan 1978"
"8","7","24","18","1","0","38.88","1","caught","2","v Australia","Adelaide","28 Jan 1978"
"9","29","29","54","3","0","53.70","1","caught","4","v Australia","Adelaide","28 Jan 1978"
"10","0","3","5","0","0","0.00","1","caught","1","v Australia","Sydney","2 Jan 1981"
"11","10","26","20","2","0","50.00","1","caught","3","v Australia","Sydney","2 Jan 1981"
"12","23","125","100","1","0","23.00","1","bowled","2","v Australia","Adelaide","23 Jan 1981"
"13","5","9","8","1","0","62.50","1","caught","4","v Australia","Adelaide","23 Jan 1981"
"14","10","93","70","0","0","14.28","1","caught","1","v Australia","Melbourne","7 Feb 1981"
"15","70","226","180","5","0","38.88","1","lbw","3","v Australia","Melbourne","7 Feb 1981"
"16","166*","551","416","16","0","39.90","1","not out","2","v Australia","Adelaide","13 Dec 1985"
"17","6","17","5","0","0","120.00","1","bowled","2","v Australia","Melbourne","26 Dec 1985"
"18","8","68","54","0","0","14.81","1","bowled","4","v Australia","Melbourne","26 Dec 1985"
"19","172","513","400","19","0","43.00","1","bowled","1","v Australia","Sydney","2 Jan 1986"
