"","Runs","Mins","BF","4s","6s","SR","Pos","Dismissal","Inns","Opposition","Ground","Start Date"
"1","22","58","57","4","0","38.59","3","caught","2","v England","Birmingham","12 Jul 1979"
"2","7","32","24","0","0","29.16","3","caught","3","v England","Birmingham","12 Jul 1979"
"3","0","20","12","0","0","0.00","3","caught","1","v England","Lord's","2 Aug 1979"
"4","103","353","295","13","0","34.91","3","caught","3","v England","Lord's","2 Aug 1979"
"5","65*","178","183","6","0","35.51","6","not out","2","v England","Leeds","16 Aug 1979"
"6","0","1","3","0","0","0.00","3","caught","2","v England","The Oval","30 Aug 1979"
"7","52","152","139","5","0","37.41","3","caught","4","v England","The Oval","30 Aug 1979"
"8","2","14","9","0","0","22.22","3","lbw","2","v England","Lord's","10 Jun 1982"
"9","157","334","264","21","0","59.46","3","caught","3","v England","Lord's","10 Jun 1982"
"10","12","26","17","1","0","70.58","3","caught","2","v England","Manchester","24 Jun 1982"
"11","6","35","24","0","0","25.00","2","caught","2","v England","The Oval","8 Jul 1982"
"12","16","38","29","1","0","55.17","3","caught","4","v England","The Oval","8 Jul 1982"
"13","126*","326","213","16","0","59.15","4","not out","2","v England","Lord's","5 Jun 1986"
"14","33","60","56","2","0","58.92","4","bowled","4","v England","Lord's","5 Jun 1986"
"15","61","187","153","6","1","39.86","4","caught","1","v England","Leeds","19 Jun 1986"
"16","102*","282","216","10","0","47.22","4","not out","3","v England","Leeds","19 Jun 1986"
"17","38","104","101","4","0","37.62","4","caught","2","v England","Birmingham","3 Jul 1986"
"18","0","5","3","0","0","0.00","4","caught","4","v England","Birmingham","3 Jul 1986"
"19","52","136","111","8","0","46.84","4","caught","2","v England","Lord's","26 Jul 1990"
"20","35","91","72","2","0","48.61","4","caught","4","v England","Lord's","26 Jul 1990"
"21","6","8","8","1","0","75.00","4","caught","2","v England","Manchester","9 Aug 1990"
"22","32","68","65","2","0","49.23","4","bowled","4","v England","Manchester","9 Aug 1990"
"23","33","123","113","5","0","29.20","4","caught","1","v England","The Oval","23 Aug 1990"
