"","Runs","Mins","BF","4s","6s","SR","Pos","Dismissal","Inns","Opposition","Ground","Start Date"
"1","45","81","51","5","0","88.23","2","caught","2","v Australia","Brisbane","4 Dec 2003"
"2","0","5","1","0","0","0.00","2","caught","4","v Australia","Brisbane","4 Dec 2003"
"3","47","69","41","6","0","114.63","2","caught","2","v Australia","Adelaide","12 Dec 2003"
"4","47","120","81","7","0","58.02","2","stumped","4","v Australia","Adelaide","12 Dec 2003"
"5","195","312","233","25","5","83.69","2","caught","1","v Australia","Melbourne","26 Dec 2003"
"6","11","22","13","2","0","84.61","2","caught","3","v Australia","Melbourne","26 Dec 2003"
"7","72","169","115","10","1","62.60","2","caught","1","v Australia","Sydney","2 Jan 2004"
"8","47","76","50","8","0","94.00","2","caught","3","v Australia","Sydney","2 Jan 2004"
"9","76","148","82","14","0","92.68","2","caught","2","v Australia","Sydney","14 Oct 2005"
"10","7","24","13","0","1","53.84","2","caught","4","v Australia","Sydney","14 Oct 2005"
"11","29","80","58","6","0","50.00","2","caught","1","v Australia","Perth","16 Jan 2008"
"12","43","86","61","7","0","70.49","2","bowled","3","v Australia","Perth","16 Jan 2008"
"13","63","152","90","6","0","70.00","1","caught","1","v Australia","Adelaide","24 Jan 2008"
"14","151","354","236","11","2","63.98","1","caught","3","v Australia","Adelaide","24 Jan 2008"
"15","67","127","83","7","0","80.72","2","bowled","2","v Australia","Melbourne","26 Dec 2011"
"16","7","28","12","1","0","58.33","2","caught","4","v Australia","Melbourne","26 Dec 2011"
"17","30","83","51","4","0","58.82","2","caught","1","v Australia","Sydney","3 Jan 2012"
"18","4","14","8","1","0","50.00","2","caught","3","v Australia","Sydney","3 Jan 2012"
"19","0","15","4","0","0","0.00","2","caught","1","v Australia","Perth","13 Jan 2012"
"20","10","48","28","1","0","35.71","2","caught","3","v Australia","Perth","13 Jan 2012"
"21","18","21","18","3","0","100.00","2","caught","2","v Australia","Adelaide","24 Jan 2012"
"22","62","82","53","12","0","116.98","2","caught","4","v Australia","Adelaide","24 Jan 2012"
